date;dem_yield2;dem_yield5;dem_yield10;dem_yield30;us_yield2;us_yield5;us_yield10;us_yield30;;;;
24/02/2011;1.526;2.351;3.129;3.553;0.7354;2.1913;3.4477;4.5417;;;;
25/02/2011;1.536;2.372;3.15;3.565;0.7117;2.1615;3.4125;4.496;;;;
28/02/2011;1.511;2.386;3.169;3.58;0.6802;2.1382;3.4272;4.5007;;;;
01/03/2011;1.522;2.407;3.177;3.59;0.6408;2.0952;3.3921;4.4794;;;;
02/03/2011;1.538;2.421;3.195;3.609;0.6883;2.1715;3.4697;4.5661;;;;
03/03/2011;1.773;2.619;3.325;3.711;0.7598;2.2815;3.5554;4.6191;;;;
04/03/2011;1.76;2.588;3.272;3.668;0.6807;2.1815;3.49;4.5963;;;;
07/03/2011;1.748;2.595;3.271;3.675;0.6967;2.1949;3.5123;4.6219;;;;
08/03/2011;1.741;2.617;3.304;3.726;0.7207;2.2116;3.5477;4.6632;;;;
09/03/2011;1.73;2.596;3.289;3.699;0.6889;2.1449;3.4675;4.6067;;;;
10/03/2011;1.695;2.549;3.248;3.656;0.633;2.0253;3.3584;4.4986;;;;
11/03/2011;1.647;2.505;3.212;3.604;0.641;2.055;3.4025;4.548;;;;
14/03/2011;1.635;2.507;3.225;3.622;0.5928;1.9754;3.3563;4.5349;;;;
15/03/2011;1.524;2.393;3.136;3.541;0.6008;1.9654;3.303;4.4542;;;;
16/03/2011;1.47;2.329;3.089;3.517;0.5445;1.8399;3.17;4.3553;;;;
17/03/2011;1.565;2.425;3.167;3.626;0.5845;1.9119;3.255;4.4358;;;;
18/03/2011;1.629;2.465;3.187;3.656;0.5845;1.9351;3.2678;4.4166;;;;
21/03/2011;1.728;2.536;3.232;3.691;0.6331;2.028;3.3282;4.4514;;;;
22/03/2011;1.699;2.55;3.256;3.71;0.6494;2.0346;3.3263;4.4367;;;;
23/03/2011;1.687;2.534;3.235;3.693;0.6575;2.0513;3.3501;4.4477;;;;
24/03/2011;1.677;2.526;3.243;3.723;0.6902;2.1081;3.4037;4.4826;;;;
25/03/2011;1.729;2.582;3.278;3.752;0.7315;2.1551;3.4388;4.5002;;;;
28/03/2011;1.732;2.595;3.289;3.761;0.7481;2.1753;3.4313;4.4946;;;;
29/03/2011;1.772;2.65;3.331;3.791;0.8131;2.226;3.4872;4.5441;;;;
30/03/2011;1.755;2.643;3.338;3.786;0.7816;2.2002;3.4349;4.502;;;;
31/03/2011;1.787;2.671;3.352;3.794;0.8211;2.2766;3.4703;4.5076;;;;
01/04/2011;1.817;2.697;3.371;3.818;0.7976;2.2367;3.4422;4.4853;;;;
04/04/2011;1.806;2.685;3.367;3.815;0.7579;2.1868;3.4179;4.476;;;;
05/04/2011;1.833;2.714;3.391;3.846;0.8136;2.2633;3.4795;4.5038;;;;
06/04/2011;1.835;2.741;3.429;3.898;0.8297;2.3134;3.5452;4.5949;;;;
07/04/2011;1.824;2.728;3.42;3.9;0.7819;2.27;3.5451;4.6159;;;;
08/04/2011;1.903;2.804;3.48;3.957;0.8061;2.3068;3.5772;4.6417;;;;
11/04/2011;1.909;2.812;3.489;3.964;0.8222;2.3169;3.5847;4.6542;;;;
12/04/2011;1.85;2.747;3.44;3.924;0.7419;2.1998;3.4904;4.575;;;;
13/04/2011;1.86;2.748;3.434;3.899;0.7259;2.1698;3.4585;4.5429;;;;
14/04/2011;1.865;2.749;3.427;3.887;0.7661;2.2265;3.4979;4.5485;;;;
15/04/2011;1.842;2.706;3.377;3.84;0.6934;2.1196;3.4079;4.4684;;;;
18/04/2011;1.734;2.574;3.246;3.738;0.661;2.063;3.3743;4.4564;;;;
19/04/2011;1.794;2.616;3.274;3.753;0.6447;2.0662;3.3631;4.4316;;;;
20/04/2011;1.826;2.682;3.303;3.786;0.6608;2.116;3.4077;4.4656;;;;
21/04/2011;1.754;2.631;3.259;3.76;0.6603;2.1124;3.3963;4.4739;;;;
22/04/2011;1.753;2.631;3.259;3.76;0.652;2.1056;3.3907;4.4646;;;;
25/04/2011;1.753;2.631;3.259;3.76;0.6355;2.0655;3.3627;4.4554;;;;
26/04/2011;1.728;2.609;3.247;3.749;0.6029;2.0122;3.307;4.3905;;;;
27/04/2011;1.803;2.677;3.29;3.781;0.6408;2.0154;3.3552;4.4526;;;;
28/04/2011;1.768;2.624;3.262;3.721;0.6171;1.9967;3.3106;4.4141;;;;
29/04/2011;1.767;2.599;3.238;3.691;0.6013;1.967;3.2863;4.3968;;;;
02/05/2011;1.804;2.62;3.244;3.69;0.6013;1.967;3.2788;4.3786;;;;
03/05/2011;1.874;2.679;3.277;3.729;0.6013;1.9439;3.2473;4.3507;;;;
04/05/2011;1.904;2.697;3.294;3.755;0.5854;1.9372;3.2159;4.3211;;;;
05/05/2011;1.757;2.576;3.213;3.704;0.5734;1.8779;3.1499;4.2556;;;;
06/05/2011;1.757;2.551;3.169;3.651;0.5493;1.858;3.1459;4.2855;;;;
09/05/2011;1.696;2.466;3.102;3.594;0.5453;1.8447;3.1604;4.3085;;;;
10/05/2011;1.705;2.476;3.121;3.608;0.585;1.9122;3.2135;4.3506;;;;
11/05/2011;1.798;2.471;3.127;3.618;0.545;1.8528;3.1593;4.3032;;;;
12/05/2011;1.769;2.443;3.107;3.603;0.5509;1.8725;3.2225;4.3469;;;;
13/05/2011;1.774;2.425;3.076;3.576;0.5325;1.8343;3.1709;4.3078;;;;
16/05/2011;1.804;2.46;3.115;3.628;0.5204;1.8013;3.147;4.2719;;;;
17/05/2011;1.789;2.45;3.092;3.601;0.5202;1.7847;3.1158;4.2271;;;;
18/05/2011;1.824;2.484;3.119;3.626;0.5523;1.8489;3.1801;4.2949;;;;
19/05/2011;1.829;2.48;3.112;3.62;0.524;1.824;3.1709;4.3032;;;;
20/05/2011;1.767;2.411;3.055;3.57;0.5114;1.7923;3.1451;4.2976;;;;
23/05/2011;1.689;2.344;3.013;3.528;0.5234;1.7807;3.1286;4.2663;;;;
24/05/2011;1.704;2.376;3.068;3.575;0.5029;1.7723;3.1139;4.2498;;;;
25/05/2011;1.656;2.337;3.047;3.563;0.5354;1.7639;3.1304;4.2819;;;;
26/05/2011;1.61;2.278;2.995;3.517;0.4843;1.7254;3.0572;4.2225;;;;
27/05/2011;1.559;2.243;2.984;3.5;0.4764;1.7173;3.0735;4.2424;;;;
30/05/2011;1.581;2.245;2.975;3.489;0.4764;1.7173;3.0735;4.2424;;;;
31/05/2011;1.601;2.277;3.019;3.53;0.4685;1.6992;3.0607;4.2242;;;;
01/06/2011;1.607;2.254;2.986;3.51;0.4331;1.5899;2.9408;4.1415;;;;
02/06/2011;1.636;2.276;2.989;3.518;0.4566;1.6485;3.0297;4.2442;;;;
03/06/2011;1.688;2.364;3.057;3.571;0.4248;1.5961;2.9859;4.2224;;;;
06/06/2011;1.662;2.321;3.023;3.543;0.4207;1.5911;2.995;4.2579;;;;
07/06/2011;1.7;2.377;3.092;3.611;0.4047;1.5698;2.9949;4.2579;;;;
08/06/2011;1.659;2.313;3.053;3.582;0.3808;1.4981;2.9387;4.1853;;;;
09/06/2011;1.61;2.257;3.029;3.567;0.4164;1.5876;2.9967;4.215;;;;
10/06/2011;1.534;2.17;2.96;3.516;0.3981;1.5595;2.9693;4.1816;;;;
13/06/2011;1.535;2.176;2.957;3.513;0.3919;1.5774;2.9838;4.2005;;;;
14/06/2011;1.588;2.236;3.013;3.581;0.4398;1.6873;3.0972;4.2964;;;;
15/06/2011;1.499;2.149;2.952;3.545;0.3756;1.5461;2.9692;4.1996;;;;
16/06/2011;1.439;2.091;2.915;3.54;0.3795;1.5248;2.9274;4.1753;;;;
17/06/2011;1.51;2.163;2.958;3.577;0.3749;1.5277;2.9445;4.205;;;;
20/06/2011;1.52;2.176;2.963;3.615;0.3707;1.5325;2.958;4.1977;;;;
21/06/2011;1.53;2.186;2.978;3.657;0.3665;1.5438;2.9835;4.2185;;;;
22/06/2011;1.477;2.137;2.941;3.651;0.3703;1.5404;2.9825;4.2149;;;;
23/06/2011;1.368;2.017;2.865;3.563;0.3418;1.4568;2.9116;4.168;;;;
24/06/2011;1.352;2.003;2.833;3.549;0.329;1.3731;2.8636;4.1832;;;;
27/06/2011;1.381;2.04;2.889;3.617;0.3939;1.4496;2.9305;4.2954;;;;
28/06/2011;1.466;2.127;2.932;3.657;0.4732;1.5793;3.0308;4.3242;;;;
29/06/2011;1.55;2.217;2.982;3.71;0.4614;1.6898;3.1118;4.3766;;;;
30/06/2011;1.603;2.277;3.023;3.761;0.4576;1.7608;3.16;4.371;;;;
01/07/2011;1.647;2.292;3.032;3.723;0.4719;1.7795;3.1823;4.3908;;;;
04/07/2011;1.664;2.293;3.018;3.693;0.4719;1.7795;3.1823;4.3908;;;;
05/07/2011;1.637;2.262;3.007;3.661;0.4265;1.6805;3.121;4.3728;;;;
06/07/2011;1.577;2.165;2.932;3.584;0.4226;1.6608;3.108;4.3625;;;;
07/07/2011;1.566;2.18;2.965;3.61;0.4683;1.7269;3.1377;4.3662;;;;
08/07/2011;1.449;2.027;2.828;3.488;0.3909;1.5771;3.0268;4.2824;;;;
11/07/2011;1.255;1.836;2.67;3.326;0.3551;1.4705;2.9189;4.2083;;;;
12/07/2011;1.283;1.898;2.709;3.359;0.351;1.4345;2.877;4.1677;;;;
13/07/2011;1.273;1.91;2.746;3.425;0.351;1.4361;2.8824;4.1722;;;;
14/07/2011;1.234;1.889;2.736;3.431;0.367;1.4983;2.9534;4.2539;;;;
15/07/2011;1.211;1.846;2.694;3.377;0.3529;1.4393;2.9058;4.2465;;;;
18/07/2011;1.189;1.814;2.646;3.319;0.3629;1.4359;2.9276;4.3083;;;;
19/07/2011;1.237;1.849;2.676;3.377;0.371;1.4343;2.8802;4.1902;;;;
20/07/2011;1.297;1.93;2.765;3.478;0.379;1.472;2.9275;4.252;;;;
21/07/2011;1.417;2.063;2.876;3.594;0.3993;1.5477;3.0136;4.312;;;;
22/07/2011;1.383;2.009;2.826;3.542;0.3872;1.5049;2.9621;4.2575;;;;
25/07/2011;1.326;1.939;2.762;3.5;0.4075;1.5247;3.0006;4.3194;;;;
26/07/2011;1.333;1.919;2.738;3.454;0.3872;1.4801;2.9529;4.2823;;;;
27/07/2011;1.258;1.834;2.65;3.358;0.4419;1.5214;2.9803;4.2851;;;;
28/07/2011;1.236;1.821;2.632;3.36;0.4183;1.5244;2.9454;4.2556;;;;
29/07/2011;1.158;1.719;2.537;3.276;0.3554;1.3556;2.7961;4.1184;;;;
01/08/2011;1.094;1.622;2.452;3.224;0.3671;1.3216;2.7437;4.0795;;;;
02/08/2011;1.062;1.574;2.414;3.172;0.3159;1.2185;2.6114;3.9088;;;;
03/08/2011;1.044;1.574;2.401;3.141;0.3336;1.2601;2.6202;3.902;;;;
04/08/2011;0.839;1.431;2.299;3.063;0.2547;1.0884;2.4028;3.6707;;;;
05/08/2011;0.76;1.446;2.345;3.078;0.2878;1.25;2.5585;3.8458;;;;
08/08/2011;0.718;1.382;2.26;3.036;0.2599;1.0828;2.3179;3.653;;;;
09/08/2011;0.772;1.496;2.363;3.121;0.1924;0.9948;2.2488;3.6181;;;;
10/08/2011;0.568;1.281;2.19;3.003;0.1803;0.9166;2.1061;3.5146;;;;
11/08/2011;0.656;1.405;2.314;3.121;0.184;1.0166;2.3399;3.769;;;;
12/08/2011;0.685;1.405;2.332;3.147;0.1872;0.9583;2.2548;3.7257;;;;
15/08/2011;0.708;1.392;2.324;3.17;0.1909;0.99;2.3053;3.771;;;;
16/08/2011;0.733;1.388;2.323;3.196;0.1826;0.9291;2.2196;3.6671;;;;
17/08/2011;0.693;1.267;2.201;3.081;0.1904;0.9128;2.1652;3.5633;;;;
18/08/2011;0.587;1.17;2.086;2.977;0.1901;0.8791;2.0624;3.4193;;;;
19/08/2011;0.642;1.214;2.103;2.936;0.1893;0.8956;2.0623;3.3904;;;;
22/08/2011;0.624;1.21;2.101;2.924;0.2012;0.924;2.1058;3.4233;;;;
23/08/2011;0.66;1.237;2.126;2.959;0.2171;0.9477;2.153;3.4931;;;;
24/08/2011;0.71;1.296;2.205;3.015;0.2269;1.0228;2.2994;3.6534;;;;
25/08/2011;0.642;1.237;2.183;3.017;0.2072;0.9888;2.2286;3.6009;;;;
26/08/2011;0.647;1.229;2.154;2.985;0.1876;0.9359;2.1899;3.535;;;;
29/08/2011;0.736;1.318;2.224;3.057;0.2033;0.9888;2.2561;3.5916;;;;
30/08/2011;0.652;1.214;2.15;2.997;0.1955;0.9295;2.1767;3.5225;;;;
31/08/2011;0.714;1.309;2.217;3.076;0.1995;0.9615;2.2234;3.6008;;;;
01/09/2011;0.639;1.225;2.143;3.025;0.18;0.8958;2.1302;3.4945;;;;
02/09/2011;0.515;1.072;2.006;2.933;0.1961;0.8604;1.9857;3.2969;;;;
05/09/2011;0.421;0.944;1.845;2.819;0.1961;0.8604;1.9857;3.2969;;;;
06/09/2011;0.431;0.963;1.846;2.833;0.1962;0.8843;1.984;3.272;;;;
07/09/2011;0.482;1.007;1.905;2.851;0.2002;0.9131;2.0429;3.367;;;;
08/09/2011;0.434;0.962;1.868;2.815;0.1884;0.8665;1.9787;3.3086;;;;
09/09/2011;0.386;0.864;1.77;2.729;0.1688;0.8023;1.9183;3.2463;;;;
12/09/2011;0.431;0.878;1.741;2.671;0.2047;0.8646;1.9475;3.2509;;;;
13/09/2011;0.498;0.939;1.792;2.675;0.2009;0.8887;1.9906;3.3273;;;;
14/09/2011;0.558;1.028;1.876;2.75;0.185;0.8838;1.9837;3.271;;;;
15/09/2011;0.598;1.088;1.927;2.817;0.1891;0.9401;2.082;3.3565;;;;
16/09/2011;0.507;1.011;1.861;2.699;0.1652;0.9093;2.0479;3.313;;;;
19/09/2011;0.462;0.957;1.799;2.635;0.1532;0.84;1.9506;3.2184;;;;
20/09/2011;0.46;0.956;1.789;2.623;0.1613;0.8399;1.9385;3.2024;;;;
21/09/2011;0.44;0.943;1.77;2.596;0.1936;0.8398;1.8576;2.9942;;;;
22/09/2011;0.397;0.866;1.673;2.458;0.1978;0.7753;1.718;2.7977;;;;
23/09/2011;0.389;0.903;1.745;2.482;0.2164;0.8701;1.8334;2.9002;;;;
26/09/2011;0.449;0.977;1.827;2.547;0.2267;0.9025;1.9002;2.9925;;;;
27/09/2011;0.529;1.093;1.96;2.698;0.235;0.9414;1.9711;3.0693;;;;
28/09/2011;0.592;1.288;2.01;2.756;0.2465;0.9348;1.9797;3.07;;;;
29/09/2011;0.597;1.273;2.005;2.74;0.2582;0.9968;1.9962;3.0537;;;;
30/09/2011;0.547;1.165;1.885;2.639;0.243;0.9518;1.9154;2.9134;;;;
03/10/2011;0.491;1.097;1.814;2.565;0.2314;0.8509;1.756;2.7246;;;;
04/10/2011;0.455;1.017;1.724;2.5;0.2513;0.902;1.8207;2.8039;;;;
05/10/2011;0.494;1.109;1.838;2.614;0.2554;0.9453;1.8877;2.8519;;;;
06/10/2011;0.607;1.21;1.94;2.719;0.2635;1.0016;1.9872;2.9496;;;;
07/10/2011;0.599;1.246;2;2.753;0.2882;1.0809;2.0764;3.0167;;;;
10/10/2011;0.647;1.324;2.081;2.799;0.2882;1.0809;2.0764;3.0167;;;;
11/10/2011;0.647;1.323;2.087;2.805;0.3004;1.1297;2.1496;3.0999;;;;
12/10/2011;0.702;1.414;2.188;2.928;0.2846;1.1477;2.2101;3.1964;;;;
13/10/2011;0.62;1.314;2.104;2.848;0.2768;1.1022;2.1834;3.1508;;;;
14/10/2011;0.659;1.383;2.197;2.932;0.2654;1.1105;2.2477;3.2315;;;;
17/10/2011;0.577;1.269;2.097;2.834;0.2656;1.0601;2.155;3.1304;;;;
18/10/2011;0.58;1.212;2.011;2.759;0.2658;1.0601;2.1763;3.1718;;;;
19/10/2011;0.616;1.255;2.057;2.811;0.266;1.0422;2.1603;3.1756;;;;
20/10/2011;0.587;1.198;1.996;2.739;0.2622;1.0618;2.1888;3.216;;;;
21/10/2011;0.659;1.32;2.104;2.815;0.2668;1.0668;2.2192;3.2638;;;;
24/10/2011;0.656;1.328;2.12;2.84;0.2792;1.0913;2.2336;3.2707;;;;
25/10/2011;0.562;1.232;2.057;2.771;0.2428;0.9853;2.1089;3.1301;;;;
26/10/2011;0.515;1.172;2.036;2.752;0.2853;1.0636;2.2041;3.2205;;;;
27/10/2011;0.655;1.344;2.205;2.934;0.3088;1.2018;2.3964;3.4561;;;;
28/10/2011;0.601;1.299;2.176;2.911;0.2892;1.1305;2.3167;3.3754;;;;
31/10/2011;0.536;1.159;2.024;2.782;0.2382;0.9599;2.1133;3.1307;;;;
01/11/2011;0.409;0.952;1.767;2.577;0.2362;0.9038;1.9889;2.9998;;;;
02/11/2011;0.421;0.99;1.825;2.647;0.2264;0.8798;1.9854;3.0129;;;;
03/11/2011;0.401;1.04;1.911;2.719;0.2382;0.9197;2.0734;3.1216;;;;
04/11/2011;0.401;0.966;1.822;2.63;0.2184;0.8747;2.0327;3.0916;;;;
07/11/2011;0.373;0.906;1.778;2.588;0.2342;0.8971;2.0371;3.0997;;;;
08/11/2011;0.394;0.931;1.799;2.592;0.2381;0.9243;2.0769;3.1372;;;;
09/11/2011;0.35;0.882;1.719;2.463;0.2262;0.8665;1.9615;3.028;;;;
10/11/2011;0.372;0.941;1.776;2.516;0.23;0.9064;2.0564;3.1063;;;;
11/11/2011;0.399;1.027;1.886;2.593;0.23;0.9064;2.0564;3.13;;;;
14/11/2011;0.306;0.888;1.779;2.479;0.23;0.9031;2.0556;3.1057;;;;
15/11/2011;0.303;0.881;1.78;2.474;0.238;0.9031;2.0451;3.0841;;;;
16/11/2011;0.391;0.95;1.813;2.491;0.242;0.874;2;3.0302;;;;
17/11/2011;0.441;1.029;1.89;2.558;0.2621;0.8611;1.9602;2.9809;;;;
18/11/2011;0.462;1.092;1.964;2.609;0.2782;0.9222;2.0104;2.9941;;;;
21/11/2011;0.403;1.032;1.913;2.566;0.2621;0.8963;1.955;2.9437;;;;
22/11/2011;0.381;1.005;1.917;2.602;0.2578;0.8704;1.917;2.8803;;;;
23/11/2011;0.44;1.126;2.145;2.741;0.2618;0.8782;1.8835;2.8343;;;;
24/11/2011;0.467;1.188;2.191;2.796;0.2618;0.8782;1.8835;2.8343;;;;
25/11/2011;0.456;1.229;2.26;2.82;0.2735;0.9311;1.9635;2.9191;;;;
28/11/2011;0.443;1.277;2.297;2.887;0.2539;0.9247;1.9739;2.929;;;;
29/11/2011;0.431;1.297;2.327;2.934;0.2539;0.9263;1.9913;2.9567;;;;
30/11/2011;0.331;1.16;2.276;2.909;0.2539;0.952;2.068;3.0554;;;;
01/12/2011;0.296;1.045;2.175;2.794;0.2539;0.9649;2.0873;3.0912;;;;
02/12/2011;0.299;1.041;2.131;2.73;0.25;0.9135;2.0331;3.0237;;;;
05/12/2011;0.336;1.09;2.2;2.736;0.2579;0.9361;2.0436;3.0277;;;;
06/12/2011;0.335;1.104;2.184;2.708;0.254;0.9442;2.0891;3.0984;;;;
07/12/2011;0.308;1.034;2.1;2.612;0.2342;0.8895;2.0296;3.0617;;;;
08/12/2011;0.285;0.969;2.013;2.581;0.2183;0.838;1.9704;2.997;;;;
09/12/2011;0.315;1.028;2.146;2.665;0.2221;0.8911;2.0611;3.1072;;;;
12/12/2011;0.246;0.924;2.017;2.52;0.2221;0.8605;2.0121;3.0505;;;;
13/12/2011;0.269;0.945;2.024;2.501;0.23;0.8508;1.9651;3.0111;;;;
14/12/2011;0.27;0.855;1.917;2.371;0.238;0.8492;1.9027;2.9028;;;;
15/12/2011;0.251;0.874;1.942;2.421;0.238;0.8524;1.9079;2.9173;;;;
16/12/2011;0.216;0.811;1.849;2.37;0.2218;0.7992;1.8474;2.8511;;;;
19/12/2011;0.206;0.811;1.878;2.389;0.2339;0.8088;1.8096;2.7861;;;;
20/12/2011;0.208;0.864;1.951;2.46;0.2549;0.8556;1.9233;2.9264;;;;
21/12/2011;0.228;0.863;1.931;2.464;0.2706;0.9167;1.9668;3.0008;;;;
22/12/2011;0.224;0.875;1.941;2.463;0.2746;0.9151;1.9476;2.9805;;;;
23/12/2011;0.22;0.884;1.957;2.474;0.2824;0.9763;2.0244;3.0568;;;;
26/12/2011;0.22;0.884;1.957;2.474;0.2824;0.9763;2.0244;3.0568;;;;
27/12/2011;0.163;0.834;1.917;2.425;0.2903;0.9666;2.0052;3.0314;;;;
28/12/2011;0.165;0.835;1.891;2.401;0.2667;0.9087;1.9162;2.9202;;;;
29/12/2011;0.156;0.786;1.839;2.372;0.2667;0.8798;1.8988;2.9025;;;;
30/12/2011;0.139;0.753;1.825;2.364;0.2391;0.8318;1.8762;2.8941;;;;
02/01/2012;0.198;0.814;1.902;2.447;0.2391;0.8318;1.8762;2.8941;;;;
03/01/2012;0.185;0.801;1.895;2.473;0.255;0.8782;1.9474;2.9812;;;;
04/01/2012;0.177;0.821;1.921;2.497;0.2592;0.8782;1.9771;3.0274;;;;
05/01/2012;0.17;0.789;1.861;2.43;0.2593;0.8814;1.9946;3.0607;;;;
06/01/2012;0.163;0.78;1.851;2.441;0.2559;0.8541;1.9578;3.0156;;;;
09/01/2012;0.139;0.771;1.842;2.448;0.2442;0.8444;1.9578;3.0266;;;;
10/01/2012;0.168;0.826;1.881;2.471;0.2404;0.8525;1.9683;3.0242;;;;
11/01/2012;0.137;0.74;1.812;2.424;0.2286;0.8187;1.9037;2.9632;;;;
12/01/2012;0.159;0.828;1.832;2.432;0.2287;0.8315;1.9228;2.971;;;;
13/01/2012;0.15;0.746;1.762;2.347;0.2213;0.7896;1.8636;2.91;;;;
16/01/2012;0.148;0.743;1.767;2.36;0.2213;0.7896;1.8636;2.91;;;;
17/01/2012;0.18;0.769;1.789;2.409;0.2174;0.7831;1.8566;2.8985;;;;
18/01/2012;0.2;0.776;1.782;2.424;0.2255;0.804;1.8983;2.9562;;;;
19/01/2012;0.21;0.838;1.857;2.481;0.2338;0.8572;1.977;3.0416;;;;
20/01/2012;0.205;0.887;1.927;2.542;0.2403;0.8863;2.0246;3.0998;;;;
23/01/2012;0.197;0.916;1.969;2.606;0.2344;0.9058;2.0511;3.1297;;;;
24/01/2012;0.217;0.956;1.991;2.633;0.2345;0.8961;2.06;3.1492;;;;
25/01/2012;0.191;0.902;1.943;2.581;0.2226;0.7924;1.9946;3.1484;;;;
26/01/2012;0.175;0.815;1.869;2.54;0.2108;0.7713;1.9313;3.0902;;;;
27/01/2012;0.188;0.811;1.856;2.537;0.2108;0.749;1.891;3.0574;;;;
30/01/2012;0.172;0.769;1.791;2.46;0.2108;0.7363;1.8439;2.9989;;;;
31/01/2012;0.156;0.736;1.786;2.445;0.2147;0.7045;1.7971;2.9375;;;;
01/02/2012;0.177;0.784;1.85;2.468;0.2225;0.7218;1.8265;2.9919;;;;
02/02/2012;0.204;0.805;1.85;2.484;0.2225;0.7075;1.8212;3.0028;;;;
03/02/2012;0.201;0.869;1.931;2.546;0.2302;0.7677;1.9224;3.1192;;;;
06/02/2012;0.176;0.824;1.886;2.491;0.2302;0.7549;1.9066;3.0966;;;;
07/02/2012;0.22;0.906;1.962;2.571;0.246;0.8108;1.9734;3.1435;;;;
08/02/2012;0.247;0.92;1.981;2.598;0.254;0.83;1.9822;3.1509;;;;
09/02/2012;0.266;0.956;2.015;2.648;0.2619;0.8525;2.0364;3.1803;;;;
10/02/2012;0.236;0.864;1.905;2.549;0.2739;0.8203;1.9862;3.1404;;;;
13/02/2012;0.253;0.895;1.93;2.563;0.286;0.8347;1.9741;3.1202;;;;
14/02/2012;0.238;0.889;1.901;2.52;0.282;0.8154;1.9361;3.0873;;;;
15/02/2012;0.211;0.848;1.86;2.479;0.262;0.788;1.9275;3.0897;;;;
16/02/2012;0.242;0.891;1.895;2.503;0.2901;0.8556;1.9827;3.1387;;;;
17/02/2012;0.25;0.908;1.923;2.513;0.2904;0.8604;2.0017;3.1476;;;;
20/02/2012;0.256;0.931;1.959;2.542;0.2904;0.8604;2.0017;3.1476;;;;
21/02/2012;0.258;0.94;1.98;2.568;0.2985;0.9074;2.0591;3.209;;;;
22/02/2012;0.26;0.87;1.89;2.488;0.297;0.8588;2.0034;3.1476;;;;
23/02/2012;0.255;0.867;1.882;2.469;0.301;0.8878;1.9965;3.1387;;;;
24/02/2012;0.235;0.85;1.882;2.473;0.3049;0.8894;1.9757;3.0992;;;;
27/02/2012;0.199;0.795;1.828;2.435;0.2853;0.8446;1.9255;3.0475;;;;
28/02/2012;0.197;0.784;1.799;2.411;0.2892;0.843;1.9428;3.0729;;;;
29/02/2012;0.188;0.813;1.817;2.431;0.2932;0.859;1.9705;3.0848;;;;
01/03/2012;0.213;0.856;1.863;2.476;0.2893;0.8878;2.0261;3.1476;;;;
02/03/2012;0.158;0.781;1.799;2.421;0.2737;0.8365;1.9739;3.1024;;;;
05/03/2012;0.182;0.822;1.825;2.46;0.2935;0.8702;2.0104;3.15;;;;
06/03/2012;0.165;0.781;1.776;2.44;0.2777;0.8205;1.9427;3.0736;;;;
07/03/2012;0.148;0.769;1.771;2.422;0.3015;0.8493;1.9756;3.1233;;;;
08/03/2012;0.155;0.78;1.797;2.449;0.3056;0.8798;2.0121;3.1745;;;;
09/03/2012;0.156;0.776;1.793;2.448;0.3178;0.8943;2.0279;3.1778;;;;
12/03/2012;0.152;0.746;1.756;2.439;0.3219;0.9072;2.0331;3.1712;;;;
13/03/2012;0.177;0.799;1.82;2.497;0.346;0.9833;2.1263;3.2663;;;;
14/03/2012;0.245;0.93;1.953;2.629;0.3862;1.0957;2.2686;3.4009;;;;
15/03/2012;0.278;0.97;1.966;2.628;0.3623;1.0876;2.2794;3.4148;;;;
16/03/2012;0.331;1.062;2.049;2.705;0.3587;1.1142;2.294;3.4061;;;;
19/03/2012;0.336;1.074;2.054;2.682;0.3791;1.1947;2.3772;3.4779;;;;
20/03/2012;0.331;1.059;2.039;2.652;0.3914;1.1949;2.3591;3.4454;;;;
21/03/2012;0.288;0.987;1.978;2.59;0.3673;1.1375;2.296;3.3837;;;;
22/03/2012;0.258;0.919;1.91;2.529;0.3634;1.1196;2.2781;3.3596;;;;
23/03/2012;0.228;0.879;1.864;2.493;0.3517;1.0822;2.2317;3.3051;;;;
26/03/2012;0.26;0.951;1.952;2.571;0.3436;1.079;2.2479;3.3391;;;;
27/03/2012;0.237;0.88;1.888;2.531;0.3193;1.0152;2.1836;3.2975;;;;
28/03/2012;0.209;0.828;1.831;2.497;0.3405;1.0333;2.1997;3.3102;;;;
29/03/2012;0.206;0.799;1.806;2.476;0.3365;1.0129;2.1587;3.2731;;;;
30/03/2012;0.204;0.794;1.792;2.447;0.3287;1.0386;2.2088;3.3358;;;;
02/04/2012;0.209;0.803;1.803;2.449;0.3229;1.008;2.182;3.3281;;;;
03/04/2012;0.201;0.801;1.802;2.464;0.3684;1.1146;2.2988;3.4404;;;;
04/04/2012;0.185;0.772;1.787;2.465;0.3408;1.0387;2.2233;3.3572;;;;
05/04/2012;0.138;0.714;1.734;2.433;0.3374;1.0064;2.1805;3.3265;;;;
09/04/2012;0.138;0.714;1.734;2.433;0.3136;0.9082;2.0474;3.1959;;;;
10/04/2012;0.091;0.621;1.641;2.359;0.2858;0.8504;1.9823;3.1281;;;;
11/04/2012;0.137;0.679;1.778;2.401;0.2899;0.8808;2.0351;3.1959;;;;
12/04/2012;0.134;0.698;1.787;2.423;0.2859;0.8904;2.051;3.2116;;;;
13/04/2012;0.124;0.67;1.733;2.389;0.266;0.8484;1.9823;3.1273;;;;
16/04/2012;0.134;0.667;1.716;2.37;0.2681;0.8451;1.9805;3.1305;;;;
17/04/2012;0.144;0.696;1.749;2.412;0.2701;0.8562;1.9981;3.1411;;;;
18/04/2012;0.136;0.673;1.719;2.383;0.2661;0.8417;1.9753;3.1265;;;;
