date;dem_yield2;dem_yield5;dem_yield10;dem_yield30;us_yield2;us_yield5;us_yield10;us_yield30;;;;
19/12/2016;-0.812;-0.523;0.244;0.956;1.2221;2.0218;2.5382;3.1204;;;;
20/12/2016;-0.795;-0.497;0.265;0.983;1.2163;2.0388;2.5586;3.1396;;;;
21/12/2016;-0.801;-0.507;0.243;0.946;1.1879;2.0187;2.5348;3.1079;;;;
22/12/2016;-0.805;-0.503;0.257;0.962;1.1923;2.034;2.5515;3.1271;;;;
23/12/2016;-0.808;-0.529;0.218;0.915;1.2016;2.0245;2.5373;3.1138;;;;
26/12/2016;-0.808;-0.529;0.218;0.915;1.2016;2.0245;2.5373;3.1138;;;;
27/12/2016;-0.837;-0.56;0.203;0.909;1.2267;2.055;2.5596;3.133;;;;
28/12/2016;-0.829;-0.559;0.191;0.907;1.254;1.9961;2.508;3.0931;;;;
29/12/2016;-0.802;-0.555;0.171;0.876;1.2122;1.9538;2.475;3.079;;;;
30/12/2016;-0.8;-0.543;0.204;0.941;1.1883;1.9274;2.4443;3.0651;;;;
02/01/2017;-0.794;-0.554;0.185;0.929;1.1883;1.9274;2.4443;3.0651;;;;
03/01/2017;-0.786;-0.518;0.261;1.005;1.2141;1.9422;2.4444;3.0462;;;;
04/01/2017;-0.788;-0.52;0.273;1.041;1.214;1.9306;2.439;3.0397;;;;
05/01/2017;-0.741;-0.504;0.24;0.986;1.1621;1.8434;2.3443;2.9444;;;;
06/01/2017;-0.735;-0.472;0.296;1.058;1.2098;1.9239;2.4193;3.0088;;;;
09/01/2017;-0.744;-0.489;0.275;1.049;1.1816;1.8727;2.3647;2.958;;;;
10/01/2017;-0.734;-0.473;0.283;1.053;1.1855;1.8759;2.3757;2.9676;;;;
11/01/2017;-0.724;-0.483;0.324;1.021;1.1855;1.8841;2.3721;2.9556;;;;
12/01/2017;-0.725;-0.487;0.312;1.032;1.1733;1.8659;2.3631;2.9604;;;;
13/01/2017;-0.724;-0.478;0.336;1.09;1.1931;1.897;2.3964;2.9886;;;;
16/01/2017;-0.747;-0.505;0.321;1.069;1.1931;1.897;2.3964;2.9886;;;;
17/01/2017;-0.742;-0.497;0.32;1.06;1.1524;1.8192;2.3253;2.9317;;;;
18/01/2017;-0.725;-0.471;0.353;1.094;1.2214;1.9383;2.4296;3.0129;;;;
19/01/2017;-0.71;-0.451;0.378;1.132;1.2214;1.9633;2.4739;3.0463;;;;
20/01/2017;-0.68;-0.417;0.42;1.191;1.1885;1.9365;2.4668;3.0488;;;;
23/01/2017;-0.694;-0.455;0.361;1.121;1.1434;1.8634;2.3971;2.9862;;;;
24/01/2017;-0.68;-0.424;0.406;1.156;1.1924;1.9331;2.4652;3.0488;;;;
25/01/2017;-0.663;-0.379;0.463;1.214;1.2341;1.9765;2.5116;3.0967;;;;
26/01/2017;-0.658;-0.363;0.482;1.225;1.2242;1.9657;2.5043;3.0851;;;;
27/01/2017;-0.674;-0.369;0.46;1.184;1.2182;1.9458;2.4843;3.0588;;;;
30/01/2017;-0.686;-0.385;0.447;1.173;1.2122;1.9491;2.4881;3.0785;;;;
31/01/2017;-0.71;-0.406;0.434;1.151;1.2044;1.9129;2.4531;3.0612;;;;
01/02/2017;-0.723;-0.297;0.466;1.208;1.2125;1.9294;2.4699;3.0753;;;;
02/02/2017;-0.746;-0.34;0.424;1.166;1.2046;1.9228;2.4737;3.0877;;;;
03/02/2017;-0.749;-0.356;0.41;1.168;1.1969;1.9096;2.4648;3.0902;;;;
06/02/2017;-0.78;-0.403;0.368;1.139;1.149;1.8453;2.4077;3.0473;;;;
07/02/2017;-0.788;-0.415;0.348;1.136;1.165;1.8469;2.3931;3.0179;;;;
08/02/2017;-0.799;-0.455;0.294;1.069;1.141;1.8024;2.3363;2.9485;;;;
09/02/2017;-0.784;-0.439;0.31;1.069;1.1772;1.8667;2.3948;3.0041;;;;
10/02/2017;-0.8;-0.444;0.318;1.104;1.1895;1.8865;2.4073;3.0056;;;;
13/02/2017;-0.801;-0.435;0.33;1.119;1.2017;1.9147;2.4358;3.0319;;;;
14/02/2017;-0.805;-0.423;0.364;1.168;1.2343;1.963;2.4698;3.0584;;;;
15/02/2017;-0.801;-0.422;0.372;1.184;1.2466;1.9914;2.4932;3.0777;;;;
16/02/2017;-0.783;-0.425;0.347;1.139;1.2021;1.9364;2.4467;3.0487;;;;
17/02/2017;-0.822;-0.465;0.3;1.081;1.1882;1.9015;2.4147;3.0231;;;;
20/02/2017;-0.857;-0.49;0.295;1.096;1.1882;1.9015;2.4147;3.0231;;;;
21/02/2017;-0.872;-0.495;0.298;1.106;1.2067;1.9199;2.429;3.0407;;;;
22/02/2017;-0.892;-0.529;0.277;1.074;1.2162;1.9049;2.4129;3.0327;;;;
23/02/2017;-0.919;-0.566;0.23;1;1.1825;1.8586;2.372;3.0127;;;;
24/02/2017;-0.956;-0.6;0.184;0.935;1.1428;1.8044;2.3117;2.951;;;;
27/02/2017;-0.936;-0.587;0.197;0.964;1.1944;1.8651;2.365;2.9833;;;;
28/02/2017;-0.909;-0.575;0.206;0.989;1.2601;1.9294;2.3899;2.9952;;;;
01/03/2017;-0.837;-0.502;0.28;1.076;1.2842;1.9872;2.4526;3.0608;;;;
02/03/2017;-0.84;-0.474;0.315;1.122;1.3084;2.0155;2.4779;3.0729;;;;
03/03/2017;-0.814;-0.421;0.353;1.145;1.3051;2.009;2.478;3.0713;;;;
06/03/2017;-0.833;-0.436;0.338;1.139;1.3053;2.0191;2.4997;3.1046;;;;
07/03/2017;-0.88;-0.476;0.317;1.136;1.3277;2.0491;2.5179;3.121;;;;
08/03/2017;-0.856;-0.425;0.367;1.179;1.3542;2.0926;2.5597;3.1489;;;;
09/03/2017;-0.868;-0.387;0.423;1.234;1.3726;2.1362;2.6053;3.1888;;;;
10/03/2017;-0.842;-0.311;0.481;1.249;1.3534;2.1014;2.5745;3.1647;;;;
13/03/2017;-0.816;-0.313;0.469;1.232;1.3719;2.1385;2.6258;3.2122;;;;
14/03/2017;-0.819;-0.341;0.443;1.193;1.3763;2.1285;2.6002;3.1747;;;;
15/03/2017;-0.83;-0.362;0.412;1.17;1.2994;2.003;2.493;3.1071;;;;
16/03/2017;-0.8;-0.328;0.445;1.204;1.3322;2.0499;2.5402;3.1506;;;;
17/03/2017;-0.783;-0.332;0.432;1.173;1.3146;2.0183;2.5005;3.1096;;;;
20/03/2017;-0.788;-0.335;0.438;1.188;1.2883;1.9849;2.4607;3.077;;;;
21/03/2017;-0.752;-0.298;0.457;1.191;1.2598;1.9466;2.4175;3.0343;;;;
22/03/2017;-0.776;-0.332;0.406;1.138;1.2477;1.9366;2.405;3.0174;;;;
23/03/2017;-0.744;-0.306;0.429;1.17;1.252;1.9516;2.4194;3.0294;;;;
24/03/2017;-0.75;-0.32;0.401;1.142;1.2566;1.945;2.4123;3.0134;;;;
27/03/2017;-0.715;-0.306;0.399;1.139;1.2527;1.9183;2.3782;2.9848;;;;
28/03/2017;-0.709;-0.314;0.386;1.135;1.3016;1.9636;2.4178;3.0246;;;;
29/03/2017;-0.757;-0.374;0.342;1.111;1.2698;1.926;2.3765;2.9856;;;;
30/03/2017;-0.743;-0.371;0.33;1.105;1.2818;1.964;2.4197;3.0343;;;;
31/03/2017;-0.75;-0.386;0.325;1.106;1.254;1.9212;2.3874;3.0095;;;;
03/04/2017;-0.813;-0.45;0.275;1.067;1.2261;1.8519;2.3193;2.9532;;;;
04/04/2017;-0.797;-0.456;0.256;1.04;1.252;1.8898;2.3605;2.9999;;;;
05/04/2017;-0.804;-0.466;0.256;1.043;1.234;1.8519;2.3354;2.9856;;;;
06/04/2017;-0.788;-0.453;0.261;1.034;1.2379;1.8585;2.3408;2.9864;;;;
07/04/2017;-0.816;-0.487;0.226;0.996;1.2862;1.9196;2.3822;3.0078;;;;
10/04/2017;-0.85;-0.517;0.204;0.969;1.2741;1.8998;2.3661;2.9903;;;;
11/04/2017;-0.859;-0.517;0.203;0.957;1.2338;1.8303;2.2962;2.9289;;;;
12/04/2017;-0.849;-0.513;0.196;0.935;1.2015;1.7676;2.2392;2.8861;;;;
13/04/2017;-0.869;-0.524;0.186;0.916;1.2053;1.7691;2.2374;2.8923;;;;
14/04/2017;-0.869;-0.524;0.186;0.916;1.2053;1.7691;2.2374;2.8923;;;;
17/04/2017;-0.869;-0.524;0.186;0.916;1.2011;1.7756;2.2498;2.9094;;;;
18/04/2017;-0.869;-0.537;0.155;0.873;1.1604;1.6997;2.1682;2.8354;;;;
19/04/2017;-0.81;-0.477;0.201;0.913;1.1766;1.7392;2.2143;2.8729;;;;
20/04/2017;-0.798;-0.448;0.242;0.953;1.1846;1.7639;2.232;2.8822;;;;
21/04/2017;-0.799;-0.444;0.251;0.966;1.1802;1.7703;2.248;2.9015;;;;
24/04/2017;-0.701;-0.357;0.327;1.065;1.2294;1.8017;2.273;2.9288;;;;
25/04/2017;-0.686;-0.324;0.376;1.12;1.2704;1.8549;2.3322;2.9879;;;;
26/04/2017;-0.7;-0.347;0.35;1.106;1.2717;1.8282;2.3035;2.9602;;;;
27/04/2017;-0.747;-0.405;0.294;1.065;1.2579;1.8224;2.2946;2.9642;;;;
28/04/2017;-0.74;-0.39;0.315;1.098;1.2619;1.8142;2.2802;2.9508;;;;
01/05/2017;-0.74;-0.39;0.315;1.098;1.2739;1.8405;2.318;3.0023;;;;
02/05/2017;-0.727;-0.375;0.326;1.107;1.258;1.8027;2.2803;2.9689;;;;
03/05/2017;-0.726;-0.377;0.324;1.102;1.2939;1.8519;2.318;2.9681;;;;
04/05/2017;-0.705;-0.327;0.392;1.176;1.3059;1.8865;2.3541;2.9983;;;;
05/05/2017;-0.686;-0.304;0.416;1.193;1.3102;1.8816;2.3487;2.9832;;;;
08/05/2017;-0.672;-0.308;0.416;1.193;1.3303;1.9113;2.3868;3.0222;;;;
09/05/2017;-0.676;-0.304;0.428;1.227;1.3405;1.9229;2.3977;3.0271;;;;
10/05/2017;-0.67;-0.302;0.419;1.208;1.3548;1.9379;2.4141;3.0407;;;;
11/05/2017;-0.674;-0.303;0.43;1.219;1.3347;1.9147;2.3874;3.0255;;;;
12/05/2017;-0.684;-0.327;0.389;1.185;1.2904;1.8468;2.3257;2.9889;;;;
15/05/2017;-0.683;-0.315;0.418;1.236;1.2986;1.8617;2.3433;3.0064;;;;
16/05/2017;-0.665;-0.299;0.433;1.25;1.2987;1.8484;2.3257;2.9921;;;;
17/05/2017;-0.691;-0.354;0.376;1.193;1.2458;1.7542;2.2243;2.916;;;;
18/05/2017;-0.702;-0.375;0.342;1.165;1.2682;1.7722;2.2294;2.9005;;;;
19/05/2017;-0.688;-0.353;0.366;1.197;1.2703;1.7803;2.2346;2.8966;;;;
22/05/2017;-0.681;-0.337;0.395;1.228;1.2826;1.7985;2.2537;2.9136;;;;
23/05/2017;-0.652;-0.328;0.408;1.238;1.3032;1.8267;2.2799;2.9432;;;;
24/05/2017;-0.659;-0.342;0.401;1.232;1.2818;1.7852;2.2502;2.9245;;;;
25/05/2017;-0.679;-0.378;0.36;1.19;1.2937;1.7943;2.2554;2.9206;;;;
26/05/2017;-0.692;-0.4;0.328;1.152;1.2937;1.7894;2.2465;2.912;;;;
29/05/2017;-0.723;-0.44;0.294;1.128;1.2937;1.7894;2.2465;2.912;;;;
30/05/2017;-0.717;-0.435;0.29;1.138;1.2837;1.7549;2.2098;2.8772;;;;
31/05/2017;-0.723;-0.435;0.302;1.155;1.2818;1.7516;2.2028;2.8634;;;;
01/06/2017;-0.716;-0.43;0.303;1.153;1.2898;1.7615;2.2114;2.8626;;;;
02/06/2017;-0.73;-0.451;0.272;1.125;1.2879;1.7188;2.1591;2.81;;;;
05/06/2017;-0.714;-0.435;0.285;1.151;1.302;1.7418;2.1817;2.8366;;;;
06/06/2017;-0.74;-0.466;0.25;1.117;1.294;1.7138;2.1451;2.8115;;;;
07/06/2017;-0.731;-0.449;0.267;1.128;1.3061;1.7385;2.1729;2.8366;;;;
08/06/2017;-0.741;-0.455;0.254;1.1;1.3143;1.7483;2.1885;2.851;;;;
09/06/2017;-0.74;-0.455;0.261;1.126;1.3347;1.7664;2.2005;2.8556;;;;
12/06/2017;-0.731;-0.457;0.247;1.104;1.3551;1.778;2.2145;2.8694;;;;
13/06/2017;-0.708;-0.439;0.265;1.106;1.3633;1.7813;2.2109;2.8648;;;;
14/06/2017;-0.697;-0.457;0.225;1.053;1.331;1.7153;2.1256;2.7692;;;;
15/06/2017;-0.66;-0.39;0.281;1.092;1.3514;1.7632;2.1637;2.7872;;;;
16/06/2017;-0.666;-0.406;0.275;1.105;1.3151;1.7433;2.1514;2.7752;;;;
19/06/2017;-0.661;-0.396;0.279;1.094;1.356;1.788;2.1879;2.7849;;;;
20/06/2017;-0.657;-0.404;0.26;1.066;1.3439;1.7632;2.1565;2.7385;;;;
21/06/2017;-0.64;-0.38;0.264;1.049;1.3481;1.7731;2.1634;2.7274;;;;
22/06/2017;-0.636;-0.385;0.25;1.031;1.3401;1.7582;2.1477;2.7163;;;;
23/06/2017;-0.63;-0.386;0.253;1.053;1.3404;1.7565;2.1423;2.7155;;;;
26/06/2017;-0.627;-0.385;0.243;1.037;1.3323;1.7565;2.137;2.697;;;;
27/06/2017;-0.568;-0.266;0.368;1.145;1.3692;1.8115;2.2051;2.7518;;;;
28/06/2017;-0.587;-0.292;0.367;1.141;1.3533;1.8206;2.2279;2.781;;;;
29/06/2017;-0.572;-0.233;0.45;1.222;1.3692;1.8502;2.2666;2.8135;;;;
30/06/2017;-0.581;-0.229;0.465;1.242;1.3817;1.8884;2.3037;2.8348;;;;
03/07/2017;-0.595;-0.234;0.475;1.266;1.4101;1.9316;2.3499;2.8669;;;;
04/07/2017;-0.617;-0.24;0.474;1.288;1.4101;1.9316;2.3499;2.8669;;;;
05/07/2017;-0.608;-0.151;0.468;1.271;1.4022;1.9134;2.3232;2.8469;;;;
06/07/2017;-0.586;-0.077;0.56;1.342;1.3944;1.9351;2.3659;2.9016;;;;
07/07/2017;-0.605;-0.092;0.571;1.366;1.399;1.947;2.3856;2.9289;;;;
10/07/2017;-0.616;-0.112;0.539;1.334;1.383;1.9321;2.373;2.9265;;;;
11/07/2017;-0.608;-0.096;0.548;1.351;1.3751;1.9156;2.3605;2.9234;;;;
12/07/2017;-0.626;-0.125;0.576;1.321;1.3429;1.8741;2.3177;2.8838;;;;
13/07/2017;-0.619;-0.108;0.6;1.337;1.3633;1.8908;2.3444;2.9172;;;;
14/07/2017;-0.617;-0.102;0.592;1.325;1.3556;1.866;2.3319;2.9195;;;;
17/07/2017;-0.629;-0.116;0.578;1.314;1.3557;1.8594;2.3141;2.9039;;;;
18/07/2017;-0.645;-0.135;0.551;1.295;1.3477;1.8129;2.259;2.8461;;;;
19/07/2017;-0.645;-0.14;0.54;1.28;1.356;1.8246;2.2696;2.8514;;;;
20/07/2017;-0.647;-0.159;0.528;1.287;1.3521;1.818;2.2589;2.8254;;;;
21/07/2017;-0.645;-0.18;0.505;1.276;1.3402;1.8031;2.2375;2.8087;;;;
24/07/2017;-0.66;-0.184;0.506;1.273;1.3567;1.8214;2.2552;2.8345;;;;
25/07/2017;-0.656;-0.147;0.564;1.324;1.3899;1.89;2.3354;2.9171;;;;
26/07/2017;-0.668;-0.158;0.558;1.324;1.3551;1.8265;2.2872;2.8914;;;;
27/07/2017;-0.678;-0.182;0.534;1.31;1.3631;1.852;2.3103;2.9194;;;;
28/07/2017;-0.685;-0.186;0.54;1.316;1.3472;1.8339;2.2889;2.8953;;;;
31/07/2017;-0.688;-0.182;0.541;1.297;1.3491;1.8356;2.2942;2.8999;;;;
01/08/2017;-0.706;-0.225;0.488;1.238;1.3411;1.7994;2.2532;2.8567;;;;
02/08/2017;-0.698;-0.227;0.483;1.231;1.359;1.8256;2.271;2.8559;;;;
03/08/2017;-0.689;-0.237;0.45;1.188;1.339;1.7879;2.2212;2.7972;;;;
04/08/2017;-0.692;-0.233;0.466;1.212;1.3509;1.8157;2.262;2.842;;;;
07/08/2017;-0.686;-0.24;0.456;1.202;1.3509;1.8107;2.253;2.8336;;;;
08/08/2017;-0.669;-0.224;0.472;1.219;1.3508;1.8172;2.2619;2.8428;;;;
09/08/2017;-0.695;-0.265;0.424;1.168;1.3387;1.804;2.2476;2.8222;;;;
10/08/2017;-0.701;-0.271;0.412;1.153;1.3246;1.7711;2.1975;2.7729;;;;
11/08/2017;-0.723;-0.301;0.38;1.117;1.294;1.7429;2.1888;2.7855;;;;
14/08/2017;-0.725;-0.287;0.404;1.152;1.3182;1.7692;2.2185;2.8073;;;;
15/08/2017;-0.714;-0.259;0.43;1.175;1.3465;1.8253;2.2728;2.8488;;;;
16/08/2017;-0.715;-0.251;0.442;1.195;1.3261;1.7806;2.222;2.8073;;;;
17/08/2017;-0.71;-0.262;0.422;1.175;1.2956;1.7492;2.1853;2.7739;;;;
18/08/2017;-0.709;-0.267;0.413;1.158;1.3054;1.7589;2.1939;2.7762;;;;
21/08/2017;-0.721;-0.286;0.398;1.149;1.3012;1.7506;2.1817;2.7631;;;;
22/08/2017;-0.725;-0.295;0.398;1.156;1.3216;1.7836;2.2131;2.7847;;;;
23/08/2017;-0.736;-0.315;0.376;1.131;1.3051;1.7438;2.166;2.7461;;;;
24/08/2017;-0.743;-0.322;0.374;1.128;1.3297;1.7752;2.1939;2.7692;;;;
25/08/2017;-0.736;-0.316;0.378;1.137;1.3315;1.7568;2.1659;2.7469;;;;
28/08/2017;-0.751;-0.333;0.374;1.151;1.3253;1.7402;2.1571;2.7554;;;;
29/08/2017;-0.726;-0.36;0.34;1.098;1.3155;1.7036;2.1292;2.7384;;;;
30/08/2017;-0.731;-0.345;0.357;1.116;1.3255;1.7167;2.1309;2.7377;;;;
31/08/2017;-0.733;-0.345;0.36;1.117;1.3255;1.702;2.117;2.7262;;;;
01/09/2017;-0.731;-0.335;0.376;1.159;1.342;1.7383;2.1657;2.777;;;;
04/09/2017;-0.74;-0.35;0.364;1.157;1.342;1.7383;2.1657;2.777;;;;
05/09/2017;-0.755;-0.369;0.336;1.116;1.29;1.6414;2.0596;2.6806;;;;
06/09/2017;-0.737;-0.358;0.345;1.113;1.3021;1.6841;2.1046;2.7224;;;;
07/09/2017;-0.764;-0.391;0.304;1.09;1.262;1.625;2.0387;2.6572;;;;
08/09/2017;-0.765;-0.386;0.31;1.106;1.262;1.6332;2.0507;2.6692;;;;
11/09/2017;-0.757;-0.371;0.334;1.135;1.3186;1.709;2.1306;2.743;;;;
12/09/2017;-0.732;-0.324;0.399;1.209;1.3348;1.7454;2.1672;2.7715;;;;
13/09/2017;-0.723;-0.322;0.399;1.207;1.3471;1.767;2.1883;2.7863;;;;
14/09/2017;-0.721;-0.31;0.411;1.219;1.3615;1.777;2.1847;2.7669;;;;
15/09/2017;-0.703;-0.279;0.43;1.221;1.3803;1.8055;2.2023;2.77;;;;
18/09/2017;-0.695;-0.267;0.453;1.254;1.3947;1.8256;2.2287;2.7987;;;;
19/09/2017;-0.691;-0.273;0.45;1.253;1.4011;1.8341;2.2446;2.8167;;;;
20/09/2017;-0.694;-0.278;0.441;1.23;1.4382;1.8743;2.2676;2.8081;;;;
21/09/2017;-0.685;-0.26;0.453;1.278;1.4385;1.8862;2.2765;2.805;;;;
22/09/2017;-0.688;-0.26;0.445;1.273;1.431;1.8614;2.2499;2.7801;;;;
25/09/2017;-0.715;-0.309;0.399;1.238;1.423;1.8364;2.2198;2.7615;;;;
26/09/2017;-0.722;-0.309;0.406;1.248;1.4356;1.8583;2.2357;2.7739;;;;
27/09/2017;-0.705;-0.268;0.466;1.307;1.4707;1.9055;2.3103;2.8625;;;;
28/09/2017;-0.704;-0.263;0.477;1.32;1.4508;1.8931;2.3085;2.8712;;;;
29/09/2017;-0.697;-0.269;0.462;1.291;1.4827;1.936;2.3336;2.8601;;;;
02/10/2017;-0.71;-0.285;0.449;1.277;1.4828;1.9344;2.3408;2.8736;;;;
03/10/2017;-0.71;-0.28;0.46;1.297;1.471;1.9162;2.3229;2.8641;;;;
04/10/2017;-0.709;-0.282;0.452;1.287;1.4711;1.9162;2.3229;2.8657;;;;
05/10/2017;-0.698;-0.268;0.454;1.289;1.4873;1.9444;2.348;2.8904;;;;
06/10/2017;-0.704;-0.266;0.458;1.294;1.504;1.9561;2.3589;2.8936;;;;
09/10/2017;-0.707;-0.271;0.442;1.278;1.504;1.9561;2.3589;2.8936;;;;
10/10/2017;-0.705;-0.274;0.44;1.276;1.5123;1.9595;2.3607;2.8952;;;;
11/10/2017;-0.7;-0.258;0.461;1.302;1.5186;1.9562;2.3481;2.8824;;;;
12/10/2017;-0.711;-0.283;0.443;1.292;1.5127;1.938;2.3177;2.8467;;;;
13/10/2017;-0.731;-0.316;0.402;1.262;1.4929;1.8998;2.273;2.805;;;;
16/10/2017;-0.744;-0.343;0.37;1.227;1.5379;1.9497;2.3034;2.8231;;;;
17/10/2017;-0.737;-0.334;0.363;1.216;1.5463;1.9581;2.2998;2.8019;;;;
18/10/2017;-0.729;-0.311;0.395;1.246;1.5629;1.9932;2.3465;2.8562;;;;
19/10/2017;-0.736;-0.314;0.394;1.246;1.5304;1.9532;2.3178;2.8365;;;;
20/10/2017;-0.721;-0.275;0.451;1.311;1.5763;2.0202;2.3845;2.8969;;;;
23/10/2017;-0.732;-0.297;0.43;1.288;1.5642;1.9985;2.3664;2.8833;;;;
24/10/2017;-0.71;-0.26;0.474;1.327;1.581;2.0439;2.4189;2.9331;;;;
25/10/2017;-0.709;-0.252;0.48;1.336;1.595;2.044;2.4317;2.9404;;;;
26/10/2017;-0.749;-0.32;0.414;1.291;1.6149;2.0777;2.4609;2.9714;;;;
27/10/2017;-0.773;-0.358;0.382;1.279;1.5875;2.0281;2.4064;2.9179;;;;
30/10/2017;-0.759;-0.356;0.365;1.246;1.5737;1.9951;2.3684;2.8802;;;;
31/10/2017;-0.754;-0.351;0.362;1.226;1.5997;2.0165;2.3793;2.8794;;;;
01/11/2017;-0.754;-0.347;0.371;1.241;1.6119;2.0182;2.3721;2.8579;;;;
02/11/2017;-0.754;-0.348;0.371;1.243;1.608;2;2.345;2.8255;;;;
03/11/2017;-0.759;-0.352;0.362;1.235;1.6145;1.99;2.3325;2.8129;;;;
06/11/2017;-0.769;-0.374;0.334;1.211;1.6207;1.9834;2.3163;2.7941;;;;
07/11/2017;-0.766;-0.382;0.326;1.203;1.6289;1.9884;2.3145;2.777;;;;
08/11/2017;-0.765;-0.382;0.325;1.201;1.6452;2.0099;2.3343;2.7918;;;;
09/11/2017;-0.756;-0.354;0.374;1.262;1.6333;2.0116;2.3416;2.8161;;;;
10/11/2017;-0.751;-0.329;0.409;1.303;1.6541;2.0515;2.3984;2.8797;;;;
13/11/2017;-0.747;-0.327;0.415;1.305;1.6808;2.0749;2.4055;2.871;;;;
14/11/2017;-0.747;-0.333;0.396;1.285;1.6872;2.0582;2.3717;2.83;;;;
15/11/2017;-0.718;-0.348;0.375;1.261;1.6834;2.0316;2.3222;2.7646;;;;
16/11/2017;-0.712;-0.344;0.375;1.262;1.7082;2.0699;2.3753;2.8268;;;;
17/11/2017;-0.718;-0.352;0.359;1.238;1.7213;2.0567;2.3435;2.7778;;;;
20/11/2017;-0.719;-0.347;0.361;1.232;1.7505;2.0919;2.3666;2.7801;;;;
21/11/2017;-0.724;-0.35;0.349;1.196;1.7715;2.0986;2.3559;2.7577;;;;
22/11/2017;-0.706;-0.337;0.348;1.18;1.7267;2.0417;2.3187;2.7392;;;;
23/11/2017;-0.701;-0.333;0.346;1.174;1.7267;2.0417;2.3187;2.7392;;;;
24/11/2017;-0.701;-0.328;0.359;1.193;1.7443;2.0636;2.3418;2.7638;;;;
27/11/2017;-0.712;-0.344;0.34;1.175;1.7404;2.0468;2.3277;2.7677;;;;
28/11/2017;-0.705;-0.342;0.338;1.177;1.746;2.0594;2.3277;2.7577;;;;
29/11/2017;-0.692;-0.319;0.362;1.195;1.75;2.0645;2.3366;2.7731;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
